"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.5","seurat_clusters","SingleR.labels"
"273","Blood_Cranio_scRNAseq",3246,1104,0.646950092421442,"0","0","Neutrophils"
"274","Blood_Cranio_scRNAseq",3801,1475,0.394632991318074,"0","0","Neutrophils"
"275","Blood_Cranio_scRNAseq",3285,1308,0.15220700152207,"0","0","Neutrophils"
"276","Blood_Cranio_scRNAseq",2958,1301,0.270453008789723,"0","0","Neutrophils"
"277","Blood_Cranio_scRNAseq",2897,1184,0.138073869520193,"0","0","Neutrophils"
"278","Blood_Cranio_scRNAseq",2813,1040,0.106647707074298,"0","0","Neutrophils"
"279","Blood_Cranio_scRNAseq",2594,1096,0.15420200462606,"0","0","Neutrophils"
"280","Blood_Cranio_scRNAseq",4210,1383,0.973871733966746,"0","0","Neutrophils"
"281","Blood_Cranio_scRNAseq",3338,1408,0.269622528460156,"0","0","Neutrophils"
"282","Blood_Cranio_scRNAseq",4061,1349,0.615611918246737,"0","0","Neutrophils"
"283","Blood_Cranio_scRNAseq",3767,1337,0.159277940005309,"0","0","Neutrophils"
"284","Blood_Cranio_scRNAseq",2376,1095,0.547138047138047,"0","0","Neutrophils"
"285","Blood_Cranio_scRNAseq",4756,1652,0.483599663582843,"0","0","Neutrophils"
"286","Blood_Cranio_scRNAseq",4731,1480,0.380469245402663,"0","0","Neutrophils"
"287","Blood_Cranio_scRNAseq",3272,1244,0.122249388753056,"0","0","Neutrophils"
"288","Blood_Cranio_scRNAseq",2664,1055,0.15015015015015,"0","0","Neutrophils"
"289","Blood_Cranio_scRNAseq",3730,1383,0.241286863270778,"0","0","Neutrophils"
"290","Blood_Cranio_scRNAseq",2391,1049,0.710999581764952,"0","0","Neutrophils"
"291","Blood_Cranio_scRNAseq",2407,1119,0.457000415454923,"0","0","Neutrophils"
"292","Blood_Cranio_scRNAseq",3599,1428,0.500138927479855,"0","0","Neutrophils"
"293","Blood_Cranio_scRNAseq",2845,1214,0.386643233743409,"0","0","Neutrophils"
"294","Blood_Cranio_scRNAseq",3597,1243,0.52821795941062,"0","0","Neutrophils"
"295","Blood_Cranio_scRNAseq",4209,1385,0.237586124970302,"0","0","Neutrophils"
"296","Blood_Cranio_scRNAseq",3614,1364,0.747094631986718,"0","0","Neutrophils"
"297","Blood_Cranio_scRNAseq",4982,1548,0.44158972300281,"0","0","Neutrophils"
"298","Blood_Cranio_scRNAseq",3118,1304,0.0962155227710071,"0","0","Neutrophils"
"299","Blood_Cranio_scRNAseq",3103,1261,0.225588140509185,"0","0","Neutrophils"
